number ,AphidMummy,field,plot ,tube ,fertilization,parasitoid,endosymbiont,Mdir,Save,Rpad,Hden,Rins,EPpla,APrho,APuzb,APerv,APave,PRvol,PRgal,AEabd,ALvic,ASsus,ASvul,COcla,PHvil,DEcar
3071,aph,H,1,1,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3072,aph,H,1,1,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3073,aph,H,1,1,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3074,aph,H,1,1,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3075,aph,H,1,1,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3076,aph,H,1,1,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3077,aph,H,1,1,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3078,aph,H,1,1,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3079,aph,H,1,1,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3080,aph,H,1,1,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3081,aph,H,1,1,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3082,aph,H,1,1,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3083,aph,H,1,1,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3084,aph,H,1,1,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3085,aph,H,1,1,no,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3086,aph,H,1,1,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3087,aph,H,1,1,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3088,aph,H,1,1,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3089,aph,H,1,1,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3090,aph,H,1,1,no,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3091,aph,H,1,1,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3092,aph,H,1,1,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3093,aph,H,1,1,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3094,aph,H,1,1,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3095,aph,H,1,1,no,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3096,aph,H,1,1,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3097,aph,H,1,1,no,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3098,aph,H,1,1,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3099,aph,H,1,1,no,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3100,aph,H,1,1,no,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3101,aph,H,1,1,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3102,aph,H,1,1,no,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3103,aph,H,1,1,no,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3104,aph,H,1,1,no,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3136,aph,H,3,1,no,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3137,aph,H,3,1,no,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3138,aph,H,3,1,no,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3139,aph,H,3,1,no,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3140,aph,H,3,1,no,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3141,aph,H,3,1,no,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3142,aph,H,3,1,no,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3143,aph,H,3,1,no,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3144,aph,H,3,1,no,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3145,aph,H,3,1,no,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3146,aph,H,3,1,no,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3147,aph,H,3,1,no,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3148,aph,H,3,1,no,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3149,aph,H,3,1,no,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3150,aph,H,3,1,no,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3151,aph,H,3,1,no,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3152,aph,H,3,1,no,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3153,aph,H,3,1,no,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3154,aph,H,3,1,no,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3155,aph,H,3,1,no,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3156,aph,H,3,1,no,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3157,aph,H,3,1,no,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3158,aph,H,3,1,no,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3159,aph,H,3,1,no,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3160,aph,H,3,1,no,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3161,aph,H,3,1,no,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3168,aph,H,3,1,no,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3169,aph,H,3,1,no,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3173,aph,H,3,1,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3174,aph,H,3,1,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3175,aph,H,3,1,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3177,aph,H,3,1,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3178,aph,H,3,1,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3179,aph,H,3,1,no,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3180,aph,H,3,1,no,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3188,mum,H,3,1,no,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3193,mum,H,3,1,no,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3226,aph,H,5,1,no,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3227,aph,H,5,1,no,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3229,aph,H,5,1,no,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3230,aph,H,5,1,no,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3231,aph,H,5,1,no,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3232,aph,H,5,1,no,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3233,aph,H,5,1,no,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3234,aph,H,5,1,no,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3237,aph,H,5,1,no,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3240,mum,H,5,1,no,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3285,aph,H,5,1,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3290,aph,H,1,1,no,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3292,aph,H,1,1,no,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3294,aph,H,1,1,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3295,aph,H,1,1,no,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3296,aph,H,1,1,no,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3297,aph,H,1,1,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3298,aph,H,1,1,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3299,aph,H,1,1,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3300,aph,H,1,1,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3302,aph,H,1,1,no,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3303,aph,H,1,1,no,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3304,aph,H,1,1,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3305,aph,H,1,1,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3306,aph,H,1,1,no,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3307,aph,H,1,1,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3308,aph,H,1,1,no,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3310,aph,H,1,1,no,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3311,aph,H,1,1,no,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3315,mum,H,1,1,no,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3318,mum,H,1,1,no,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3327,aph,H,1,1,no,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3328,aph,H,1,1,no,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3329,aph,H,1,1,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3330,aph,H,1,1,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3332,aph,H,1,1,no,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3334,aph,H,1,1,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3335,aph,H,1,1,no,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3351,aph,H,4,1,yes,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3352,aph,H,4,1,yes,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3353,aph,H,4,1,yes,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3354,aph,H,4,1,yes,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3355,aph,H,4,1,yes,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3356,aph,H,4,1,yes,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3357,aph,H,4,1,yes,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3358,aph,H,4,1,yes,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3359,aph,H,4,1,yes,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3360,aph,H,4,1,yes,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3361,aph,H,4,1,yes,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3467,aph,H,6,1,yes,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3468,aph,H,6,1,yes,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3469,aph,H,6,1,yes,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3470,aph,H,6,1,yes,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3472,aph,H,6,1,yes,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3473,aph,H,6,1,yes,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3474,aph,H,6,1,yes,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3475,aph,H,6,1,yes,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3476,aph,H,6,1,yes,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3477,aph,H,6,1,yes,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3478,aph,H,6,1,yes,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3479,aph,H,6,1,yes,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3551,aph,H,6,1,yes,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3552,aph,H,6,1,yes,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3553,aph,H,6,1,yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3555,aph,H,6,1,yes,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3556,aph,H,6,1,yes,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3557,aph,H,6,1,yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3558,aph,H,6,1,yes,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3650,aph,L,4,1,yes,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3652,aph,L,4,1,yes,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3653,aph,L,4,1,yes,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3655,aph,L,4,1,yes,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3657,aph,L,4,1,yes,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3658,aph,L,4,1,yes,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3659,aph,L,4,1,yes,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3660,aph,L,4,1,yes,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3661,aph,L,4,1,yes,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3662,aph,L,4,1,yes,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3663,aph,L,4,1,yes,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3668,mum,L,4,1,yes,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3674,aph,L,4,1,yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3675,aph,L,4,1,yes,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3676,aph,L,4,1,yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3677,aph,L,4,1,yes,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3678,aph,L,4,1,yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3715,aph,L,2,1,yes,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3716,aph,L,2,1,yes,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3717,aph,L,2,1,yes,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3718,aph,L,2,1,yes,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3719,aph,L,2,1,yes,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3720,aph,L,2,1,yes,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3721,aph,L,2,1,yes,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3722,aph,L,2,1,yes,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3723,aph,L,2,1,yes,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3724,aph,L,2,1,yes,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3725,aph,L,2,1,yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3726,aph,L,2,1,yes,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3727,aph,L,2,1,yes,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3728,aph,L,2,1,yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3729,aph,L,2,1,yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3730,aph,L,2,1,yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731,aph,L,2,1,yes,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3732,aph,L,2,1,yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3733,aph,L,2,1,yes,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3735,aph,L,2,1,yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3736,aph,L,2,1,yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3737,aph,L,2,1,yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3738,aph,L,2,1,yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3739,aph,L,2,1,yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3740,aph,L,2,1,yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3741,aph,L,2,1,yes,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3742,aph,L,2,1,yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3743,aph,L,2,1,yes,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3744,aph,L,2,1,yes,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3745,aph,L,2,1,yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3746,aph,L,2,1,yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3747,aph,L,2,1,yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3748,aph,L,2,1,yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3749,aph,L,2,1,yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3750,aph,L,2,1,yes,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3752,aph,L,2,1,yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3753,aph,L,2,1,yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3754,aph,L,2,1,yes,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3755,aph,L,2,1,yes,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3759,mum,L,2,1,yes,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3763,aph,L,2,1,yes,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3764,aph,L,2,1,yes,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3765,aph,L,2,1,yes,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3766,aph,L,2,1,yes,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3768,aph,L,2,1,yes,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3769,aph,L,2,1,yes,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3770,aph,L,2,1,yes,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3772,aph,L,2,1,yes,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3773,aph,L,2,1,yes,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3774,aph,L,2,1,yes,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3775,aph,L,2,1,yes,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3776,aph,L,2,1,yes,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3777,aph,L,2,1,yes,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3778,mum,L,2,1,yes,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3786,aph,L,2,1,yes,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3787,aph,L,2,1,yes,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3788,aph,L,2,1,yes,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3789,aph,L,2,1,yes,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3790,aph,L,2,1,yes,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3791,aph,L,2,1,yes,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3817,aph,L,1,1,no,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3818,aph,L,1,1,no,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3819,aph,L,1,1,no,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3821,aph,L,1,1,no,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3822,aph,L,1,1,no,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3823,aph,L,1,1,no,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3824,aph,L,1,1,no,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
